UNIT;PLANT;PARENT;URL;SPONSOR;CAPACITY_MW;STATUS;REGION;COUNTRY;SUBNATIONAL_UNIT;GEOPOINT
Unit 3;Tutuka Power Station;Eskom Holdings Soc Ltd;https://www.gem.wiki/Tutuka_power_station;;609;Operating;Africa;South Africa;Mpumalanga;-26.77716, 29.35238
;Umbani Power Station;Iss Global Mining;https://www.gem.wiki/Umbani_power_station;;600;Cancelled;Africa;South Africa;Mpumalanga;-26.255, 29.263
Irp Capacity;Unnamed South Africa Coal Projects;To Be Determined;https://www.gem.wiki/Unnamed_South_Africa_coal_projects;;1500;Announced;Africa;South Africa;Unknown;-29.02, 24.42
Unit 2;Boryeong Power Station;Korea Electric Power Corp;https://www.gem.wiki/Boryeong_power_station;;500;Retired;Asia;South Korea;South Chungcheong;36.40085, 126.49083
Unit 2;Dangjin Eco Power Station;Sk Gas Co Ltd;https://www.gem.wiki/Dangjin_Eco_power_station;;580;Cancelled;Asia;South Korea;South Chungcheong;37.055, 126.4923
Unit 10;Dangjin Power Station;Korea Electric Power Corp;https://www.gem.wiki/Dangjin_power_station;;1020;Operating;Asia;South Korea;South Chungcheong;37.05513, 126.51222
Unit 2;Dangjin Power Station;Korea Electric Power Corp;https://www.gem.wiki/Dangjin_power_station;;500;Operating;Asia;South Korea;South Chungcheong;37.05513, 126.51222
Unit 3;Dangjin Power Station;Korea Electric Power Corp;https://www.gem.wiki/Dangjin_power_station;;500;Operating;Asia;South Korea;South Chungcheong;37.05513, 126.51222
Unit 8;Dangjin Power Station;Korea Electric Power Corp;https://www.gem.wiki/Dangjin_power_station;;500;Operating;Asia;South Korea;South Chungcheong;37.05513, 126.51222
Unit 1;Gimcheon Chp Power Station;Gimcheon Energy;https://www.gem.wiki/Gimcheon_CHP_power_station;;30;Operating;Asia;South Korea;North Gyeongsang;36.15614, 128.12688
Unit 1;Hadong Power Station;Korea Electric Power Corp;https://www.gem.wiki/Hadong_power_station;;500;Operating;Asia;South Korea;South Gyeongsang;34.95235, 127.81985
Unit 3;Hadong Power Station;Korea Electric Power Corp;https://www.gem.wiki/Hadong_power_station;;500;Operating;Asia;South Korea;South Gyeongsang;34.95235, 127.81985
Unit 5;Hadong Power Station;Korea Electric Power Corp;https://www.gem.wiki/Hadong_power_station;;500;Operating;Asia;South Korea;South Gyeongsang;34.95235, 127.81985
Unit 7;Hadong Power Station;Korea Electric Power Corp;https://www.gem.wiki/Hadong_power_station;;500;Operating;Asia;South Korea;South Gyeongsang;34.95235, 127.81985
Unit 2;Kowepo Hadong Power Station;Korea Electric Power Corp;https://www.gem.wiki/KOWEPO_Hadong_power_station;;1000;Cancelled;Asia;South Korea;South Gyeongsang;35.06667, 127.75
;Pohang Power Station;Posco Holdings Inc;https://www.gem.wiki/Pohang_power_station;;500;Cancelled;Asia;South Korea;North Gyeongsang;36.03222, 129.365
Unit 3;Samchonpo Power Station;Korea Electric Power Corp;https://www.gem.wiki/Samchonpo_power_station;;560;Operating;Asia;South Korea;South Gyeongsang;34.91072, 128.1084
Unit 1;Taean Power Station;Korea Electric Power Corp;https://www.gem.wiki/Taean_power_station;;500;Operating;Asia;South Korea;South Chungcheong;36.90332, 126.23426
Unit 3;Ulsan Hanju Power Station;Hanju Corp;https://www.gem.wiki/Ulsan_Hanju_power_station;;40;Operating;Asia;South Korea;Ulsan;35.49213, 129.32954
Unit 2;Yeongheung Power Station;Korea Electric Power Corp;https://www.gem.wiki/Yeongheung_power_station;;800;Operating;Asia;South Korea;Incheon;37.23654, 126.4378
Unit 1 Rebuild;Yeosu Power Station;Korea Electric Power Corp;https://www.gem.wiki/Yeosu_power_station;;350;Operating;Asia;South Korea;North Jeolla;34.83933, 127.69079
Unit 2 Rebuild;Yeosu Power Station;Korea Electric Power Corp;https://www.gem.wiki/Yeosu_power_station;;329;Operating;Asia;South Korea;North Jeolla;34.83933, 127.69079
Unit 1;As Pontes Power Station;Endesa Sa;https://www.gem.wiki/As_Pontes_power_station;;368;Operating;Europe;Spain;Galicia;43.44139, -7.86258
Unit 1;Compostilla Power Station;Endesa Sa;https://www.gem.wiki/Compostilla_power_station;;141;Retired;Europe;Spain;Castilla Y LeÃ³n;42.61218, -6.56455
Unit 3;Compostilla Power Station;Endesa Sa;https://www.gem.wiki/Compostilla_power_station;;337;Retired;Europe;Spain;Castilla Y LeÃ³n;42.61218, -6.56455
Unit 5;EscatrÃ³n 3 Power Station;"Macquarie Group Ltd; Wren House";https://www.gem.wiki/Escatr%C3%B3n_3_power_station;;80;Retired;Europe;Spain;Zaragoza;41.2971, -0.3399
Unit 1;La Pereda Hunosa Power Station;Hulleras Del Norte Sa;https://www.gem.wiki/La_Pereda_Hunosa_power_station;;50;Operating;Europe;Spain;Asturias;43.2473, -5.75456
Unit 2;Narcea Power Station;Gas Natural Sdg;https://www.gem.wiki/Narcea_power_station;;166;Retired;Europe;Spain;Asturias;43.29226, -6.39327
Unit 5;Lakvijaya Power Plant;Ceylon Electricity Board Board;https://www.gem.wiki/Lakvijaya_Power_Plant;;300;Cancelled;Asia;Sri Lanka;North Western;8.0172, 79.7225
Unit 1;Sampur Power Station;"Ceylon Electricity Board Board [50.0%]; Ntpc Ltd [50.0%]";https://www.gem.wiki/Sampur_power_station;;300;Cancelled;Asia;Sri Lanka;Eastern;8.48611, 81.3
Unit 4;Sampur Power Station;"Ceylon Electricity Board Board [50.0%]; Ntpc Ltd [50.0%]";https://www.gem.wiki/Sampur_power_station;;250;Cancelled;Asia;Sri Lanka;Eastern;8.48611, 81.3
Unit G6 (M17);Changhua Power Station;Formosa Plastics Group;https://www.gem.wiki/Changhua_power_station;;57;Retired;Asia;Taiwan;Changhua;24.09293, 120.56079
;Chiayi Plant Cy Power Station;Formosa Plastics Corp;https://www.gem.wiki/Chiayi_Plant_CY_power_station;;40;Operating;Asia;Taiwan;Chiayi;23.51, 120.37
Unit Sk4;Hsinkang Sk Power Station;Formosa Plastics Group;https://www.gem.wiki/Hsinkang_SK_power_station;;148;Operating;Asia;Taiwan;Chiayi;23.51856, 120.37488
New Unit 1;Hsinta Power Station;Taiwan Power Co;https://www.gem.wiki/Hsinta_power_station;;1000;Cancelled;Asia;Taiwan;Kaohsiung;22.85577, 120.19717
New Unit 2;Hsinta Power Station;Taiwan Power Co;https://www.gem.wiki/Hsinta_power_station;;1000;Cancelled;Asia;Taiwan;Kaohsiung;22.85577, 120.19717
Unit 2;Hsinta Power Station;Taiwan Power Co;https://www.gem.wiki/Hsinta_power_station;;500;Operating;Asia;Taiwan;Kaohsiung;22.85577, 120.19717
Unit 1 (Jp-1);Jenwu Power Station;Formosa Plastics Corp;https://www.gem.wiki/Jenwu_power_station;;33;Retired;Asia;Taiwan;Kaohsiung;22.70164, 120.33505
Unit 1;Kuan-Tien Power Station;Tcc Group;https://www.gem.wiki/Kuan-Tien_power_station;;48;Operating;Asia;Taiwan;Tainan;23.2109, 120.31973
Renewal Unit 1;Linkou Power Station;Taiwan Power Co;https://www.gem.wiki/Linkou_power_station;;800;Operating;Asia;Taiwan;Taipei;25.1209, 121.298
Renewal Unit 3;Linkou Power Station;Taiwan Power Co;https://www.gem.wiki/Linkou_power_station;;800;Operating;Asia;Taiwan;Taipei;25.1209, 121.298
Unit 3;Mailiao Formosa Petrochemical Power Station;Formosa Petrochemical Corp;https://www.gem.wiki/Mailiao_Formosa_Petrochemical_power_station;;69;Operating;Asia;Taiwan;Yunlin;23.80877, 120.21189
Unit 1;Mailiao Power Station;Formosa Plastics Group;https://www.gem.wiki/Mailiao_power_station;;600;Operating;Asia;Taiwan;Yunlin;23.80342, 120.18902
Unit 1;Shen'Ao Power Station;Taiwan Power Co;https://www.gem.wiki/Shen%27ao_power_station;;75;Retired;Asia;Taiwan;Taipei;25.1269, 121.8154
Unit 3;Shen'Ao Power Station;Taiwan Power Co;https://www.gem.wiki/Shen%27ao_power_station;;200;Retired;Asia;Taiwan;Taipei;25.1269, 121.8154
Unit 1;Taichung Power Station;Taiwan Power Co;https://www.gem.wiki/Taichung_power_station;;550;Operating;Asia;Taiwan;Taichung;24.2131, 120.485
Unit 2;Taichung Power Station;Taiwan Power Co;https://www.gem.wiki/Taichung_power_station;;550;Operating;Asia;Taiwan;Taichung;24.2131, 120.485
Unit 9;Taichung Power Station;Taiwan Power Co;https://www.gem.wiki/Taichung_power_station;;550;Operating;Asia;Taiwan;Taichung;24.21942, 120.47313
Unit 11;Taichung Power Station;Taiwan Power Co;https://www.gem.wiki/Taichung_power_station;;800;Cancelled;Asia;Taiwan;Taichung;24.21942, 120.47313
Unit 1;Kiwira Mine-2 Power Station;Kibo Energy;https://www.gem.wiki/Kiwira_Mine-2_power_station;;50;Announced;Africa;Tanzania;Mbeya;-9.48509, 33.67035
Unit 2;Kiwira Mine-2 Power Station;Kibo Energy;https://www.gem.wiki/Kiwira_Mine-2_power_station;;50;Announced;Africa;Tanzania;Mbeya;-9.48509, 33.67035
Unit 1;Mchuchuma Power Station;"Sichuan Hongda Group [80.0%]; National Development Corporation Of Tanzania [20.0%]";https://www.gem.wiki/Mchuchuma_power_station;;150;Pre-Permit;Africa;Tanzania;Iringa;-9.25, 34.25
;Mtwara Cement Power Station;Dangote Cement Plc;https://www.gem.wiki/Mtwara_Cement_power_station;;75;Cancelled;Africa;Tanzania;Mtwara;-10.27361, 40.18278
Unit 1;Ngaka Power Station;Unnamed Special Purpose Vehicle;https://www.gem.wiki/Ngaka_power_station;;135;Shelved;Africa;Tanzania;Ruvuma;-11.0, 36.0
Unit 1;Gheco One Power Station;"Global Power Synergy Pcl; Hemaraj Land & Development";https://www.gem.wiki/Gheco_One_power_station;;660;Operating;Asia;Thailand;Rayong;12.67465, 101.13466
;Hua Sai Coal Power Plant Project;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Hua_Sai_Coal_Power_Plant_Project;;800;Cancelled;Asia;Thailand;Nakhon Si Thammarat;8.04445, 100.28362
Unit 11;Mae Moh Power Station;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Mae_Moh_power_station;;300;Operating;Asia;Thailand;Lampang;18.296, 99.752
Unit 12;Mae Moh Power Station;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Mae_Moh_power_station;;300;Operating;Asia;Thailand;Lampang;18.296, 99.752
Unit 6;Mae Moh Power Station;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Mae_Moh_power_station;;150;Retired;Asia;Thailand;Lampang;18.296, 99.752
Unit 2;Tha Tum Power Station;Double A Group Plc;https://www.gem.wiki/Tha_Tum_power_station;;164;Operating;Asia;Thailand;Prachinburi;13.93246, 101.58757
Unit 1;Thap Sakae Power Station;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Thap_Sakae_power_station;;800;Cancelled;Asia;Thailand;Prachuab Khiri Khan;11.5, 99.62167
Unit 2;Thap Sakae Power Station;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Thap_Sakae_power_station;;800;Cancelled;Asia;Thailand;Prachuab Khiri Khan;11.5, 99.62167
;Unnamed Thailand Coal Plants;Electricity Generating Authority Of Thailand;https://www.gem.wiki/Unnamed_Thailand_coal_plants;;2000;Shelved;Asia;Thailand;Unknown;13.75, 100.48333
Unit 2;Ada YumurtalÄ±k Power Station;"Engie Sa [90.0%]; Mimag Enerji [10.0%]";https://www.gem.wiki/Ada_Yumurtal%C4%B1k_power_station;;660;Cancelled;Asia;TÃ¼rkiye;Adana;36.843, 35.86
;Adana Akdeniz Power Station;Diler Holding;https://www.gem.wiki/Adana_Akdeniz_power_station;;600;Cancelled;Asia;TÃ¼rkiye;Adana;36.8178, 35.86216
Unit A2;AfÅin-Elbistan Power Stations;Ãelikler Holding;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;340;Operating;Asia;TÃ¼rkiye;KahramanmaraÅ;38.34721, 37.026
Unit A3;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;340;Operating;Asia;TÃ¼rkiye;KahramanmaraÅ;38.34721, 37.026
Unit A4;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;335;Mothballed;Asia;TÃ¼rkiye;KahramanmaraÅ;38.34721, 37.026
Unit B2;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;360;Operating;Asia;TÃ¼rkiye;KahramanmaraÅ;38.35329, 36.98108
Unit B3;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;360;Operating;Asia;TÃ¼rkiye;KahramanmaraÅ;38.35329, 36.98108
Unit B4;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;360;Operating;Asia;TÃ¼rkiye;KahramanmaraÅ;38.35329, 36.98108
Unit G;AfÅin-Elbistan Power Stations;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations;;1400;Cancelled;Asia;TÃ¼rkiye;KahramanmaraÅ;38.35082, 37.00706
;AliaÄa Enka Power Station;Enka Ä°nÅaat Ve Sanayi AÅ;https://www.gem.wiki/Alia%C4%9Fa_Enka_power_station;;800;Cancelled;Asia;TÃ¼rkiye;Ä°zmir;38.746, 26.912
Unit 1;Alpu Power Station;"Electricity Generation Company (TÃ¼rkiye) AÅ; Turkish Coal Enterprises";https://www.gem.wiki/Alpu_power_station;;360;Cancelled;Asia;TÃ¼rkiye;EskiÅehir;39.897, 30.862
Unit 1;Bolu GÃ¶ynÃ¼k Power Station;KazancÄ± Holding [79.0%];https://www.gem.wiki/Bolu_G%C3%B6yn%C3%BCk_power_station;;135;Operating;Asia;TÃ¼rkiye;Bolu;40.2514, 30.8129
;Bursa Power Station;Ãelikler Holding;https://www.gem.wiki/Bursa_power_station;;270;Cancelled;Asia;TÃ¼rkiye;Bursa;39.90331, 29.17746
Unit 3;ÃankÄ±rÄ± YÄ±ldÄ±zlar Power Station;YÄ±ldÄ±zlar Sss Holding;https://www.gem.wiki/%C3%87ank%C4%B1r%C4%B1_Y%C4%B1ld%C4%B1zlar_power_station;;133;Cancelled;Asia;TÃ¼rkiye;ÃankÄ±rÄ±;40.6078, 33.3202
Unit 1;Ãelikler YumurtalÄ±k Power Station;Ãelikler Holding;https://www.gem.wiki/%C3%87elikler_Yumurtal%C4%B1k_power_station;;660;Cancelled;Asia;TÃ¼rkiye;Adana;36.86788, 35.90949
Unit 1;Cenal Power Station;"Alarko Holding AÅ [50.0%]; Cengiz Holding As [50.0%]";https://www.gem.wiki/Cenal_power_station;;660;Operating;Asia;TÃ¼rkiye;Ãanakkale;40.4167, 27.31829
Unit 2;Cenal Power Station;"Alarko Holding AÅ [50.0%]; Cengiz Holding As [50.0%]";https://www.gem.wiki/Cenal_power_station;;660;Operating;Asia;TÃ¼rkiye;Ãanakkale;40.4167, 27.31829
Unit 1;ÃerkezkÃ¶y Power Station;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/%C3%87erkezk%C3%B6y_power_station;;330;Cancelled;Asia;TÃ¼rkiye;TekirdaÄ;41.28333, 28.0
Unit 3;ÃerkezkÃ¶y Power Station;Electricity Generation Company (TÃ¼rkiye) AÅ;https://www.gem.wiki/%C3%87erkezk%C3%B6y_power_station;;330;Cancelled;Asia;TÃ¼rkiye;TekirdaÄ;41.28333, 28.0
;ÃÄ±rpÄ±lar Power Station;TaÅyapÄ± Group;https://www.gem.wiki/%C3%87%C4%B1rp%C4%B1lar_power_station;;200;Cancelled;Asia;TÃ¼rkiye;Ãanakkale;39.81678, 27.33975
;Deniz Power Station;Limak Holding;https://www.gem.wiki/Deniz_power_station;;1320;Cancelled;Asia;TÃ¼rkiye;Ä°zmir;38.746, 26.912
;Dosab Cogeneration Plant;DemirtaÅ Organize Sanayi BÃ¶lgesi;https://www.gem.wiki/DOSAB_cogeneration_plant;;50;Cancelled;Asia;TÃ¼rkiye;Bursa;40.24317, 28.96442
;Ece Power Station;Ãukurova DemtaÅ Enerji Ãretim;https://www.gem.wiki/Ece_power_station;;600;Cancelled;Asia;TÃ¼rkiye;Adana;36.78069, 35.73578
Unit 1;Gebze ÃolakoÄlu Power Station;ÃolakoÄlu Group;https://www.gem.wiki/Gebze_%C3%87olako%C4%9Flu_power_station;;190;Operating;Asia;TÃ¼rkiye;Kocaeli;40.77758, 29.53856
Unit 2;GÃ¼ney Akdeniz Power Station;Papatya Elektrik Ãretim;https://www.gem.wiki/G%C3%BCney_Akdeniz_power_station;;660;Cancelled;Asia;TÃ¼rkiye;Hatay;36.41667, 35.88333
;GÃ¼neybatÄ± Anadolu Power Station;Bereket Enerji;https://www.gem.wiki/G%C3%BCneybat%C4%B1_Anadolu_power_station;;660;Cancelled;Asia;TÃ¼rkiye;MuÄla;37.31, 27.78
;Hakan Enerji Power Station;Hakan Madencilik Ve Elektrik Ãretim Sanayi Ticaret;https://www.gem.wiki/Hakan_Enerji_power_station;;100;Cancelled;Asia;TÃ¼rkiye;Adana;36.84343, 35.88693
Unit 1;Hema Amasra Power Station;Hattat Holding AÅ;https://www.gem.wiki/HEMA_Amasra_power_station;;660;Cancelled;Asia;TÃ¼rkiye;Bartin;41.723, 32.349
Unit 2;Hema Amasra Power Station;Hattat Holding AÅ;https://www.gem.wiki/HEMA_Amasra_power_station;;660;Cancelled;Asia;TÃ¼rkiye;Bartin;41.723, 32.349
Unit 2;Ä°Ã§daÅ Bekirli Power Station;Ä°Ã§daÅ;https://www.gem.wiki/%C4%B0%C3%87DA%C5%9E_Bekirli_power_station;;600;Operating;Asia;TÃ¼rkiye;Ãanakkale;40.39953, 27.04973
;Ä°skenderun Power Station;"Shenhua Guohua Power; Yildirim Holding AÅ";https://www.gem.wiki/%C4%B0skenderun_power_station;;2000;Cancelled;Asia;TÃ¼rkiye;Ä°skenderun;36.587, 36.173
Unit 1;Ä°zdemir Enerji Power Station;Ä°dÃ§ Steel;https://www.gem.wiki/%C4%B0zdemir_Enerji_power_station;;350;Operating;Asia;TÃ¼rkiye;Ä°zmir;38.74173, 26.92917
Unit 3;KahramanmaraÅ Anadolu Power Station;Ege Trade;https://www.gem.wiki/Kahramanmara%C5%9F_Anadolu_power_station;;300;Cancelled;Asia;TÃ¼rkiye;KahramanmaraÅ;38.35082, 37.00706
;Kandilli Power Station;Hattat Holding AÅ;https://www.gem.wiki/Kandilli_power_station;;150;Cancelled;Asia;TÃ¼rkiye;Zonguldak;41.33935, 31.51114
Unit 1;Kangal Power Station;"Kangal Termik Santral Elektrik; Konya Åeker";https://www.gem.wiki/Kangal_power_station;;150;Operating;Asia;TÃ¼rkiye;Sivas;39.07748, 37.29497
Unit 1;KemerkÃ¶y Power Station;"Ic Holding; Limak Holding";https://www.gem.wiki/Kemerk%C3%B6y_power_station;;210;Operating;Asia;TÃ¼rkiye;MuÄla;37.03536, 27.90059
Unit 2;KemerkÃ¶y Power Station;"Ic Holding; Limak Holding";https://www.gem.wiki/Kemerk%C3%B6y_power_station;;210;Operating;Asia;TÃ¼rkiye;MuÄla;37.03536, 27.90059
;Mersin GÃ¼lnar Power Station;Oba YatÄ±rÄ±m AÅ;https://www.gem.wiki/Mersin_G%C3%BClnar_power_station;;373;Cancelled;Asia;TÃ¼rkiye;Mersin;36.33, 33.4
Unit 1;Naren Karabiga Power Station;Naren Enerji Elektrik Ãretim AÅ;https://www.gem.wiki/Naren_Karabiga_power_station;;980;Cancelled;Asia;TÃ¼rkiye;Ãanakkale;40.45807, 27.25499
;Petkim Power Station;Socar Power Enerji;https://www.gem.wiki/Petkim_power_station;;205;Cancelled;Asia;TÃ¼rkiye;Ä°zmir;38.795, 26.97028
Unit 1;Polat Power Station;Polat Yol YapÄ±;https://www.gem.wiki/Polat_power_station;;51;Operating;Asia;TÃ¼rkiye;KÃ¼tahya;39.61601, 29.4429
;Sedef Ii Tes Power Station;"Akfen Yenilenebilir Enerji AÅ [50.0%]; Ä°pekyolu Enerji [50.0%]";https://www.gem.wiki/Sedef_II_TES_power_station;;600;Cancelled;Asia;TÃ¼rkiye;Adana;36.843, 35.86
;Åevketiye Lapseki Power Station;Kaptan Group AÅ;https://www.gem.wiki/%C5%9Eevketiye_Lapseki_power_station;;1320;Cancelled;Asia;TÃ¼rkiye;Ãanakkale;40.395, 26.792
Unit 3;SeyitÃ¶mer Power Station;Ãelikler Holding;https://www.gem.wiki/Seyit%C3%B6mer_power_station;;150;Operating;Asia;TÃ¼rkiye;KÃ¼tahya;39.57297, 29.88164
Unit 2;ÅÄ±rnak Silopi (CiÌner) Power Station;"Ciner Group AÅ [90.4%]; Gsd Holding [9.6%]";https://www.gem.wiki/%C5%9E%C4%B1rnak_Silopi_(C%C4%B0NER)_power_station;;135;Operating;Asia;TÃ¼rkiye;ÅÄ±rnak;37.31002, 42.5947
Unit 1;Tufanbeyli Power Station;"E.On Se [50.0%]; HacÄ± Ãmer SabancÄ± Holding AÅ [50.0%]";https://www.gem.wiki/Tufanbeyli_power_station;;150;Operating;Asia;TÃ¼rkiye;Adana;38.18562, 36.26994
Unit 3;Tufanbeyli Power Station;"E.On Se [50.0%]; HacÄ± Ãmer SabancÄ± Holding AÅ [50.0%]";https://www.gem.wiki/Tufanbeyli_power_station;;150;Operating;Asia;TÃ¼rkiye;Adana;38.18562, 36.26994
Unit 5;TunÃ§bilek Power Station;Ãelikler Holding;https://www.gem.wiki/Tun%C3%A7bilek_power_station;;150;Operating;Asia;TÃ¼rkiye;KÃ¼tahya;39.6292, 29.46234
Unit 2;Vize Power Station;Turkish Coal Enterprises;https://www.gem.wiki/Vize_power_station;;330;Cancelled;Asia;TÃ¼rkiye;Marmara;41.573, 27.81165
Unit 2;YataÄan Power Station;Elsan Elektrik;https://www.gem.wiki/Yata%C4%9Fan_power_station;;210;Operating;Asia;TÃ¼rkiye;MuÄla;37.33091, 28.10238
Phase 2 Unit 1;Zetes Power Stations;Eren Holding;https://www.gem.wiki/ZETES_power_stations;;615;Operating;Asia;TÃ¼rkiye;Zonguldak;41.50357, 31.88718
Phase 2 Unit 2;Zetes Power Stations;Eren Holding;https://www.gem.wiki/ZETES_power_stations;;615;Operating;Asia;TÃ¼rkiye;Zonguldak;41.50357, 31.88718
;Zorlu AkÃ§akoca Power Station;Zorlu Enerji Elektrik Uretim AÅ;https://www.gem.wiki/Zorlu_Ak%C3%A7akoca_power_station;;1220;Cancelled;Asia;TÃ¼rkiye;DÃ¼zce;41.087, 31.12
Unit 2;Burshtyn Power Station;System Capital Management Ltd;https://www.gem.wiki/Burshtyn_power_station;;185;Mothballed;Europe;Ukraine;Ivano-Frankivsk;49.20863, 24.66604
Unit 3;Burshtyn Power Station;System Capital Management Ltd;https://www.gem.wiki/Burshtyn_power_station;;185;Operating;Europe;Ukraine;Ivano-Frankivsk;49.20863, 24.66604
Unit 3;Cherkasy Power Station;Jsc Cherkasy Khimvolokno;https://www.gem.wiki/Cherkasy_power_station;;60;Operating;Europe;Ukraine;Cherkasy;49.39054, 32.06737
Unit 5;Cherkasy Power Station;Jsc Cherkasy Khimvolokno;https://www.gem.wiki/Cherkasy_power_station;;60;Operating;Europe;Ukraine;Cherkasy;49.39054, 32.06737
